Country,Year,life_expectancy,gdp_per_capita,population,infant_mortality,health_exp_pct_gdp,physicians_per_1000,co2_per_capita,electricity_access_pct,literacy_rate,unemployment_rate,last_updated
Czech Republic,2018,71.7,13558.96,1184450818,65.4,9.62,5.12,5.02,11.6,73.3,14.3,2024-06-11
Czech Republic,2018,59.9,30871.77,128747668,,13.63,5.67,12.25,74.4,,8.6,2024-06-03
Czech Republic,2019,81.5,77609.0,888417169,61.6,3.34,0.98,14.69,48.8,61.2,9.9,2024-06-12
Czech Republic,2020,56.5,50339.84,243731500,7.0,7.29,1.4,17.79,14.9,42.4,16.9,2024-06-12
Czech Republic,2021,58.5,5454.26,251749845,,16.64,0.86,10.8,63.4,68.0,3.9,2024-06-03
Czech Republic,2021,51.6,1076.57,1383301084,53.4,7.85,2.83,5.4,41.0,75.4,26.6,2024-06-13
Czech Republic,2022,79.4,10163.75,301381616,4.9,4.25,5.51,9.24,17.0,97.2,26.5,2024-06-13
Czech Republic,2022,51.8,31955.76,264444204,45.8,13.08,3.2,8.74,,88.9,,2024-06-03
Czech Republic,2023,76.5,33826.4,416572188,38.7,3.49,0.29,2.32,26.8,65.3,25.6,2024-06-04
Czech Republic,2023,82.7,18000.29,1170998825,55.8,15.92,4.79,7.0,79.7,48.4,10.5,2024-06-14
DR Congo,2000,82.2,42889.45,140540507,47.9,14.45,,3.54,11.1,71.6,26.7,2024-04-12
DR Congo,2001,84.4,5511.18,1264250018,65.5,7.03,5.84,5.83,90.0,91.7,23.0,2024-04-12
DR Congo,2001,62.6,46643.24,104011480,15.6,16.24,3.66,19.01,99.9,56.0,9.7,2024-04-05
DR Congo,2002,54.2,42791.75,499836359,63.8,14.13,5.47,0.4,82.8,95.7,23.9,2024-04-13
DR Congo,2002,85.0,50556.48,1113299441,63.0,7.69,3.45,16.68,71.9,31.5,10.8,2024-04-05
DR Congo,2004,,3433.02,308111096,26.1,11.87,3.21,4.44,24.8,46.6,15.6,2024-04-06
DR Congo,2005,83.2,37377.29,82785025,58.9,7.26,3.93,5.66,61.4,84.1,27.9,2024-04-06
DR Congo,2006,72.0,78959.64,557561422,27.9,11.99,4.96,18.74,,59.9,19.4,2024-04-13
DR Congo,2006,61.7,37409.18,1298081185,72.3,3.44,0.81,9.96,19.6,54.2,5.3,2024-04-06
DR Congo,2007,83.2,79740.33,525649964,48.7,15.7,0.72,,46.8,,12.7,2024-04-07
DR Congo,2007,67.2,17726.59,238027953,2.0,13.49,0.68,4.95,36.8,,12.5,2024-04-14
DR Congo,2008,51.9,10353.17,699146499,28.3,6.73,0.42,17.92,72.3,38.5,2.9,2024-04-14
DR Congo,2009,58.8,25256.75,169953276,69.4,9.9,3.44,11.43,46.9,43.5,22.6,2024-04-07
DR Congo,2009,73.8,33687.76,982572591,61.0,14.48,2.88,8.65,11.0,94.9,18.5,2024-04-14
DR Congo,2010,82.2,73237.09,1384863238,70.2,,1.48,16.86,84.1,46.2,3.9,2024-04-15
DR Congo,2011,60.4,69735.9,6275952,3.6,9.45,1.45,13.83,60.9,35.4,5.7,2024-04-15
DR Congo,2012,57.3,24888.43,665580840,37.0,13.34,,,74.3,50.5,10.3,2024-04-08
DR Congo,2012,56.5,63481.68,582790294,9.3,9.75,0.56,2.67,31.6,90.2,27.8,2024-04-16
DR Congo,2013,60.8,78802.56,1139765671,14.8,2.09,0.28,4.96,20.3,67.3,25.9,2024-04-08
DR Congo,2013,61.7,22159.49,769043389,58.3,17.89,0.81,1.08,72.5,88.3,25.5,2024-04-16
DR Congo,2014,57.5,32244.29,711297946,65.2,15.43,5.46,10.23,72.5,37.8,,2024-04-09
DR Congo,2014,83.4,41124.88,1279383810,77.5,15.55,1.87,4.0,59.3,61.7,26.5,2024-04-17
DR Congo,2015,65.1,50907.02,360151820,6.1,2.16,0.15,0.27,19.9,46.8,7.4,2024-04-09
DR Congo,2016,76.3,8051.44,449409797,32.2,11.96,0.97,17.23,50.3,94.2,14.6,2024-04-17
DR Congo,2016,60.7,10629.95,764014780,68.9,12.85,1.79,11.28,74.3,81.0,20.3,2024-04-10
DR Congo,2017,,797.74,745254400,10.4,8.27,3.54,5.59,25.8,84.2,28.5,2024-04-17
DR Congo,2017,80.5,46525.46,602083988,52.0,15.09,0.05,19.84,26.5,62.9,,2024-04-10
DR Congo,2018,66.7,11040.28,553409317,,7.82,2.25,19.86,99.5,38.0,,2024-04-10
DR Congo,2019,83.6,3503.85,1368696455,2.4,15.98,1.86,18.78,38.5,75.8,3.3,2024-04-18
DR Congo,2020,,42530.53,1299192701,35.4,15.92,2.7,19.59,96.4,53.0,26.7,2024-04-18
DR Congo,2021,57.4,50131.09,102218900,67.3,4.79,0.44,8.06,,89.8,29.3,2024-04-19
DR Congo,2022,52.1,60054.69,791459972,36.9,6.95,3.02,6.84,78.1,68.1,26.4,2024-04-19
DR Congo,2022,82.9,15917.26,226760433,20.8,10.25,3.43,4.51,78.1,51.7,27.7,2024-04-11
DR Congo,2023,65.3,63298.0,1145171519,24.7,7.44,5.62,3.38,13.8,61.8,24.2,2024-04-11
DR Congo,2023,58.3,68161.8,780328053,18.1,11.98,2.16,16.9,50.8,80.9,3.8,2024-04-20
Egypt,2000,58.5,54661.93,1002520578,49.4,3.42,4.07,1.38,,81.8,7.1,2023-08-03
Egypt,2001,51.1,67583.12,644730506,19.0,4.14,5.72,1.55,,54.3,19.0,2023-08-04
Egypt,2002,54.4,23533.37,334633103,18.7,8.58,4.23,4.43,43.0,,29.3,2023-08-04
Egypt,2003,,19711.88,95718221,,6.27,3.05,15.58,87.2,89.1,11.4,2023-08-04
Egypt,2004,60.9,5341.99,982340589,2.8,8.55,1.99,13.9,79.0,51.3,,2023-08-05
Egypt,2005,65.6,,970241860,79.0,5.6,3.98,12.23,92.4,40.9,22.8,2023-08-05
Egypt,2006,59.6,38217.58,467620347,47.2,16.22,3.42,,56.7,,7.8,2023-08-06
Egypt,2007,60.9,14950.21,706033912,27.2,,2.79,2.75,93.5,90.7,21.5,2023-08-06
Egypt,2009,78.3,61537.29,159995259,52.2,15.35,3.47,,51.3,67.0,2.0,2023-08-07
Egypt,2010,52.9,35083.66,410070809,44.5,,4.16,15.92,24.7,37.3,,2023-08-07
Egypt,2011,68.5,37647.25,149843190,52.7,15.89,4.97,12.56,16.8,37.9,2.4,2023-08-08
Egypt,2012,,21173.82,539388748,75.6,11.77,5.01,14.24,20.1,81.5,9.0,2023-08-08
Egypt,2013,61.9,79814.94,369340295,23.8,16.89,0.17,13.96,75.3,,29.3,2023-08-08
Egypt,2014,52.3,65836.23,905010752,52.5,4.05,3.91,,92.1,60.7,2.2,2023-08-09
Egypt,2015,78.9,56269.18,643351446,,8.83,,18.58,67.7,51.8,16.2,2023-08-09
Egypt,2017,,38490.45,497719921,,,4.3,5.44,38.4,38.8,20.0,2023-08-10
Egypt,2019,80.4,71321.16,628928345,37.8,3.23,4.03,16.44,32.0,59.5,25.3,2023-08-10
Egypt,2020,58.5,44270.37,269894164,9.9,16.58,4.93,15.22,14.4,89.1,13.7,2023-08-11
Egypt,2021,69.1,7762.58,1059426845,47.4,4.99,1.15,3.77,15.1,71.1,25.4,2023-08-11
Ethiopia,2000,81.1,55653.75,552783383,,9.29,1.08,12.72,42.8,89.7,22.9,2024-02-28
Ethiopia,2001,62.7,17189.58,1086724533,39.9,5.6,1.19,3.39,79.9,46.0,16.3,2024-02-28
Ethiopia,2002,70.3,70233.81,1214912472,37.2,2.25,2.57,12.16,60.2,75.6,5.5,2024-02-29
Ethiopia,2003,56.4,60166.66,475053114,57.4,2.77,2.46,14.13,,85.7,,2024-02-29
Ethiopia,2004,62.4,38854.89,836490346,38.9,13.17,2.61,4.13,29.3,30.4,9.7,2024-03-01
Ethiopia,2005,77.8,16596.17,1342682073,41.2,16.67,,14.48,17.7,45.4,1.3,2024-03-01
Ethiopia,2006,62.1,63038.88,474841239,65.9,4.09,1.06,6.88,46.8,54.4,23.1,2024-03-02
Ethiopia,2008,79.3,5810.37,1319309738,78.9,3.42,1.76,7.51,79.9,71.7,19.7,2024-03-02
Ethiopia,2009,54.1,66740.15,988014915,47.0,16.24,4.21,4.11,48.7,64.6,2.6,2024-03-02
Ethiopia,2010,54.5,55948.17,708970335,4.0,16.8,5.11,10.53,30.6,38.5,11.5,2024-03-03
Ethiopia,2011,67.7,77329.54,805147413,71.4,12.41,2.86,17.11,52.4,90.8,9.5,2024-03-03
Ethiopia,2013,70.6,71182.85,1312989176,6.2,,2.26,12.55,81.4,49.6,17.1,2024-03-04
Ethiopia,2014,54.7,65218.32,848750384,76.1,7.43,0.67,10.18,17.7,97.9,2.1,2024-03-04
Ethiopia,2015,68.4,29805.34,92646109,50.5,11.36,1.7,18.21,37.4,61.5,16.8,2024-03-05
Ethiopia,2017,63.1,6921.95,542513997,48.8,10.22,4.17,1.2,35.6,87.3,3.3,2024-03-05
Ethiopia,2018,53.2,66839.11,505423367,49.8,4.45,0.42,4.4,21.5,51.9,15.9,2024-03-06
Ethiopia,2019,,52671.07,852457276,34.1,,2.5,16.86,30.7,30.4,19.9,2024-03-06
Ethiopia,2020,81.2,68794.18,107879957,10.3,9.92,3.66,5.57,74.5,71.6,10.4,2024-03-06
Ethiopia,2022,57.5,66840.66,588696218,47.0,15.97,5.18,7.49,28.8,84.3,13.6,2024-03-07
Ethiopia,2023,81.7,16249.28,36617131,3.6,11.96,3.98,6.29,38.8,53.8,20.7,2024-03-07
France,2000,65.1,2976.35,363777240,4.6,16.07,1.48,11.19,13.5,76.7,10.4,2023-05-14
France,2001,81.1,26360.6,1261394773,79.7,15.21,5.07,5.06,61.9,34.7,3.8,2023-05-15
France,2002,61.4,59980.62,1129427741,68.9,17.96,1.46,0.9,47.0,39.1,1.7,2023-05-15
France,2003,77.4,45511.36,438232795,53.0,5.71,0.11,15.31,66.1,83.4,2.1,2023-05-15
France,2004,71.7,45289.93,874647360,69.4,11.39,3.49,19.81,78.1,61.0,21.5,2023-05-16
France,2005,58.0,47949.72,1299490846,,7.47,3.18,4.31,99.6,98.7,19.8,2023-05-16
France,2006,75.0,47656.08,75160521,37.5,12.8,,7.53,94.8,41.7,15.5,2023-05-17
France,2007,74.4,52066.8,385765854,14.2,12.18,3.6,3.67,73.5,,20.4,2023-05-17
France,2008,55.9,2022.02,1090854069,49.6,13.19,5.03,16.08,96.5,67.5,15.2,2023-05-18
France,2009,,46022.28,388179027,73.9,11.33,3.57,7.16,,32.2,13.3,2023-05-18
France,2011,80.8,70691.73,922834051,18.5,15.81,5.32,4.01,76.4,50.1,24.3,2023-05-19
France,2012,51.1,71840.59,871871431,77.9,9.44,5.09,1.34,40.2,34.7,29.3,2023-05-19
France,2013,79.8,75068.24,119602328,32.1,3.14,1.28,,52.2,48.8,3.9,2023-05-19
France,2014,55.2,77859.61,1063129863,77.5,9.04,1.68,15.99,39.4,51.0,7.7,2023-05-20
France,2014,55.2,77859.61,1063129863,77.5,9.04,1.68,,39.4,51.0,,2024-06-29
France,2016,62.4,54082.54,88059496,,14.94,0.9,,87.8,40.8,3.4,2023-05-20
France,2016,62.4,54082.54,88059496,18.4,14.94,0.9,6.92,87.8,40.8,3.4,2024-06-16
France,2017,60.6,45290.96,1125424944,12.7,11.29,,2.97,66.2,49.2,15.1,2023-05-21
France,2019,60.7,65879.31,80241728,34.7,9.33,4.36,11.53,70.0,84.4,26.0,2023-05-21
France,2020,,67288.59,1385236857,71.4,7.94,1.19,9.84,76.7,64.5,15.0,2023-05-22
France,2021,62.6,68853.68,569823318,27.6,9.26,4.58,,27.7,96.6,6.1,2023-05-22
France,2022,,39425.14,902820975,19.9,10.84,2.25,13.27,22.7,70.0,6.4,2023-05-23
France,2023,57.7,15035.6,1156082476,24.3,16.83,5.82,11.47,22.9,56.2,24.1,2023-05-23
Germany,2000,58.1,40442.97,1024215160,76.7,5.53,5.32,18.69,92.5,74.5,19.3,2023-06-03
Germany,2000,53.0,44764.4,1183246631,64.1,4.8,4.04,4.49,29.6,91.2,8.2,2023-05-23
Germany,2001,76.3,42737.87,948574580,,13.7,4.95,3.01,85.0,67.8,,2023-06-03
Germany,2001,50.0,69718.19,1109736441,50.9,14.0,0.93,9.22,41.6,36.6,15.1,2023-05-24
Germany,2002,63.3,73247.33,352011389,67.8,9.74,3.09,6.24,61.6,52.8,2.1,2023-06-04
Germany,2002,51.4,23671.14,290953540,20.6,16.53,2.82,9.38,78.5,40.8,15.1,2023-05-24
Germany,2003,50.2,78279.21,1352063220,32.8,13.65,2.09,13.45,82.5,96.3,12.6,2023-06-04
Germany,2003,70.9,79964.84,1077343727,33.0,15.24,1.04,0.71,28.4,53.8,15.8,2023-05-25
Germany,2004,59.3,79231.42,36564553,,12.55,4.13,2.5,94.5,,19.1,2023-06-05
Germany,2004,,79231.42,36564553,49.1,12.55,4.13,2.5,94.5,42.7,19.1,2024-06-23
Germany,2004,81.9,41033.39,702035264,5.9,2.56,3.32,8.82,85.5,41.2,1.7,2023-05-25
Germany,2005,58.3,4444.34,1014575302,10.7,,1.7,3.55,44.2,86.1,12.4,2023-05-26
Germany,2005,60.8,43943.45,584362189,,4.73,,15.17,90.8,35.9,12.4,2024-06-19
Germany,2005,60.8,43943.45,584362189,14.5,,2.52,15.17,90.8,35.9,12.4,2023-06-05
Germany,2006,54.4,61935.33,332088188,54.8,,5.58,7.81,16.0,31.3,25.0,2023-05-26
Germany,2007,77.1,19136.84,483444701,4.3,17.38,4.01,,33.9,72.8,,2023-05-27
Germany,2008,79.7,75799.34,1238854737,59.6,6.44,1.7,19.27,,80.1,21.5,2023-05-27
Germany,2008,71.1,13460.02,327721059,,15.36,5.85,2.8,30.8,90.8,27.9,2023-06-06
Germany,2009,84.7,,476290623,8.2,9.08,1.58,6.93,85.1,95.5,6.4,2023-05-27
Germany,2009,51.8,,803742837,32.6,2.46,3.51,0.32,80.9,51.5,2.2,2023-06-06
Germany,2010,82.5,5413.77,129758559,14.7,11.52,0.92,19.36,50.2,65.1,8.2,2023-05-28
Germany,2010,63.9,,762106028,23.5,13.35,1.64,18.09,43.7,68.5,2.5,2023-06-07
Germany,2011,,64549.08,314433823,19.6,15.08,5.58,2.0,50.5,53.6,26.2,2023-06-07
Germany,2011,73.2,60218.58,1055538381,47.1,16.47,4.91,15.17,15.0,30.5,7.2,2023-05-28
Germany,2012,64.4,32491.3,1238479350,,16.55,1.9,13.85,34.4,43.3,6.4,2023-05-29
Germany,2013,65.0,66560.46,168287585,59.3,10.5,1.74,9.91,37.0,71.7,13.6,2023-05-29
Germany,2013,76.3,4577.86,689803265,36.5,7.35,2.38,10.65,24.5,70.0,24.4,2023-06-07
Germany,2014,55.4,,375810027,30.2,8.54,4.08,1.23,13.1,57.4,21.2,2023-06-08
Germany,2014,,43962.31,1263427040,28.8,13.73,3.96,18.64,83.9,,20.1,2023-05-30
Germany,2015,72.5,21156.34,1240577509,71.9,6.76,1.4,8.28,31.6,77.1,25.0,2023-06-08
Germany,2015,,26480.18,15630111,66.5,14.82,0.64,11.58,51.8,38.3,29.4,2023-05-30
Germany,2016,52.4,47790.37,1034543914,4.5,12.54,3.2,2.15,25.5,69.8,9.6,2023-05-30
Germany,2016,78.9,32060.88,219265600,59.6,7.77,4.03,5.49,17.3,99.5,5.5,2023-06-09
Germany,2017,84.2,63608.54,923362435,47.1,15.86,1.75,9.41,65.7,58.8,13.4,2023-06-09
Germany,2017,78.7,78693.59,363909339,77.6,8.9,2.1,1.1,14.7,78.4,14.3,2023-05-31
Germany,2018,69.7,68121.0,282538965,74.9,13.03,4.94,11.17,,31.1,24.7,2023-06-10
Germany,2018,71.5,20602.22,808895640,,15.18,4.93,9.6,41.6,55.4,24.4,2023-05-31
Germany,2019,57.3,7232.72,653637022,39.6,15.45,1.34,7.68,82.8,,12.2,2023-06-01
Germany,2020,84.7,23878.36,294840819,61.7,6.05,5.2,2.15,21.3,98.5,20.5,2023-06-10
Germany,2020,84.7,23878.36,294840819,61.7,6.05,,2.15,,98.5,20.5,2024-06-18
Germany,2020,60.6,74638.11,166541950,74.8,12.94,3.2,0.75,52.8,58.5,5.7,2023-06-01
Germany,2021,61.4,54280.46,832141437,49.0,12.92,3.46,8.64,34.8,83.8,7.6,2023-06-11
Germany,2021,84.0,45194.01,1000797210,7.3,8.68,0.72,12.29,94.5,76.3,3.2,2023-06-02
Germany,2022,58.2,50213.75,1046036034,19.1,2.96,0.8,12.16,,33.1,22.3,2024-06-18
Germany,2022,69.3,32555.02,1167184792,65.5,11.79,2.25,5.18,19.5,54.8,13.0,2023-06-02
Germany,2022,58.2,50213.75,1046036034,19.1,2.96,0.8,12.16,86.5,33.1,22.3,2023-06-11
Germany,2023,,74344.33,465094120,38.3,2.22,0.51,5.25,12.5,74.2,13.4,2023-06-11
Germany,2023,73.0,6073.6,553665411,16.2,4.51,4.97,0.93,,41.8,26.5,2023-06-03
Ghana,2001,57.8,79974.02,240546009,62.2,5.57,0.5,17.51,,58.2,21.4,2024-03-08
Ghana,2002,79.9,25546.95,733379523,,7.66,5.35,3.4,23.5,70.4,20.1,2024-03-08
Ghana,2003,63.7,75751.83,345641083,54.1,13.84,2.7,18.76,76.3,62.1,17.5,2024-03-09
Ghana,2004,70.7,70356.46,499965682,25.4,5.42,0.25,0.96,88.3,77.5,,2024-03-09
Ghana,2005,79.7,38681.22,1218639954,30.0,,4.2,,,67.3,5.0,2024-03-10
Ghana,2006,61.0,4661.73,1328144292,,16.03,4.06,7.2,56.1,77.3,28.8,2024-03-10
Ghana,2007,80.6,73964.19,938746512,74.6,8.37,5.72,14.09,,93.5,15.0,2024-03-10
Ghana,2008,69.8,12376.07,657097884,66.8,2.25,1.65,0.15,47.4,81.0,24.2,2024-03-11
Ghana,2009,71.3,20742.84,1293845054,,11.19,4.18,18.49,74.1,55.8,21.7,2024-03-11
Ghana,2011,64.2,13763.64,32808130,12.4,12.47,4.82,19.77,41.2,72.0,28.2,2024-03-12
Ghana,2012,75.1,60520.81,125021262,69.2,15.01,,1.91,14.4,53.4,15.8,2024-03-12
Ghana,2013,59.4,72971.95,515883774,5.6,,3.2,8.22,34.6,39.2,24.8,2024-03-13
Ghana,2014,61.5,30838.87,865443515,,8.27,5.43,11.24,50.5,75.3,,2024-03-13
Ghana,2015,51.4,26918.64,659027286,26.5,13.2,4.96,14.65,99.0,49.1,26.4,2024-03-14
Ghana,2016,62.7,58862.9,146154301,,10.52,,13.15,67.7,,1.9,2024-03-14
Ghana,2017,,70190.12,1299539405,43.2,14.06,2.65,14.95,28.4,56.0,19.4,2024-03-14
Ghana,2019,79.2,32231.76,627395412,68.4,14.41,1.74,6.55,71.1,69.4,5.7,2024-03-15
Ghana,2019,79.2,32231.76,627395412,68.4,14.41,1.74,6.55,71.1,69.4,,2024-06-29
Ghana,2020,,55209.87,1380371057,61.8,17.07,1.31,15.45,11.8,77.0,14.6,2024-03-15
Ghana,2021,80.2,68414.28,31711236,49.5,7.89,2.51,16.66,37.9,96.0,6.2,2024-03-16
Ghana,2022,,20549.52,454988477,,14.19,1.99,,15.6,,15.1,2024-03-16
India,2000,50.7,33805.17,1086323158,,11.02,1.25,14.87,14.7,89.7,6.7,2023-08-29
India,2001,62.3,57953.34,447255804,,4.03,1.09,9.91,17.4,43.7,28.4,2023-08-30
India,2001,70.7,52391.89,358304879,30.4,15.5,1.19,16.55,60.6,83.4,21.7,2023-09-05
India,2002,63.2,73901.24,762982133,23.0,13.24,,19.78,,77.0,2.5,2023-08-30
India,2002,69.9,69483.99,605246673,77.4,9.24,0.87,,95.7,52.4,,2023-09-06
India,2003,62.3,7118.98,1014518793,26.3,14.53,2.67,9.76,,56.8,13.9,2023-09-06
India,2004,62.9,42312.75,1132414822,30.2,10.39,4.03,5.46,35.0,95.3,22.0,2023-09-07
India,2005,72.7,2829.31,865535100,41.7,10.73,2.17,1.72,27.4,96.6,12.9,2023-09-07
India,2005,78.1,63044.48,713861642,25.4,4.42,1.72,7.58,78.1,67.8,3.2,2023-08-31
India,2006,51.8,3486.52,1004195435,44.0,10.14,1.47,,25.1,43.3,,2023-09-07
India,2007,58.7,51796.39,911534957,66.3,8.68,0.46,5.55,98.2,,21.6,2023-09-08
India,2008,82.7,,1122655346,38.4,7.79,0.67,17.53,80.5,41.8,15.9,2023-08-31
India,2009,71.9,75721.86,811890132,44.1,2.81,0.4,,12.9,82.0,22.0,2023-08-31
India,2009,51.3,45753.8,1289118804,77.5,10.65,2.76,18.91,70.6,34.5,14.5,2023-09-08
India,2010,66.4,36709.51,815211651,29.8,4.63,3.03,16.62,69.8,53.7,28.1,2023-09-09
India,2011,57.3,3633.7,1037961537,66.6,17.49,5.34,12.05,57.7,31.9,8.2,2023-09-09
India,2011,,24443.46,348943170,31.0,6.07,,8.21,98.8,33.9,5.1,2023-09-01
India,2012,72.0,44802.0,1039819067,23.8,11.04,0.55,8.33,,,29.7,2023-09-10
India,2013,67.4,26697.67,617124058,68.8,12.95,,4.15,88.6,,26.8,2023-09-10
India,2013,51.9,66996.96,716958113,43.1,10.99,1.04,4.03,38.7,71.5,7.1,2023-09-01
India,2014,61.0,41211.04,1316995917,5.7,7.64,5.14,,27.9,59.7,12.2,2023-09-11
India,2015,50.8,64314.44,1103355191,25.2,4.17,0.89,13.98,67.9,84.8,28.2,2023-09-02
India,2015,76.7,40656.69,1383724608,38.3,2.93,1.59,,24.1,96.3,23.2,2023-09-11
India,2016,,19853.69,1179150126,18.3,3.16,4.23,8.11,92.8,75.5,3.6,2023-09-02
India,2016,70.7,57855.21,1317819861,70.8,10.24,4.65,11.29,59.7,38.0,4.7,2023-09-11
India,2017,59.0,27308.39,563463448,6.0,9.94,0.76,8.08,41.6,84.1,24.3,2023-09-03
India,2017,59.4,2172.43,1012113465,4.5,11.52,3.24,19.38,53.6,34.5,17.0,2023-09-12
India,2018,84.9,34712.28,448758090,72.7,5.06,3.7,8.17,13.7,54.3,8.7,2023-09-12
India,2018,62.8,30181.58,212398916,64.3,13.32,1.16,7.4,19.5,,4.5,2023-09-03
India,2019,83.2,21809.75,1136146581,6.3,10.61,0.44,18.69,79.0,76.1,24.9,2023-09-13
India,2019,,31523.96,810200223,73.1,10.87,1.06,7.64,85.9,75.1,19.9,2023-09-04
India,2019,83.2,21809.75,1136146581,6.3,10.61,0.44,18.69,79.0,76.1,24.9,2024-06-28
India,2020,81.3,73623.51,133241445,44.4,13.85,4.55,12.17,25.0,85.8,21.9,2023-09-04
India,2020,83.9,57259.66,1294559724,42.3,3.87,3.18,2.62,63.3,,19.1,2023-09-13
India,2022,67.2,76065.03,537360851,35.1,13.44,3.63,6.05,47.0,45.2,,2023-09-14
India,2022,56.1,27329.43,25804488,33.2,10.8,3.73,13.3,85.3,45.1,4.5,2023-09-04
India,2023,,77993.43,1179632252,41.1,17.7,0.6,6.13,67.4,54.5,27.9,2023-09-05
Indonesia,2000,,38899.62,1241620739,,14.0,0.6,9.57,99.3,83.9,7.1,2023-10-11
Indonesia,2001,58.2,33060.09,1092227591,62.2,5.65,,11.89,44.2,65.1,18.5,2023-10-11
Indonesia,2002,67.0,40642.16,247388468,65.4,10.67,0.8,15.35,93.9,96.3,11.7,2023-10-12
Indonesia,2004,53.9,74752.0,257419688,,8.51,2.31,15.91,51.1,42.0,8.7,2023-10-12
Indonesia,2005,55.2,49126.63,792263355,57.7,17.0,5.48,18.93,32.0,39.2,9.8,2023-10-12
Indonesia,2006,84.0,68816.33,154469800,75.9,8.77,0.08,8.9,14.1,68.1,10.8,2023-10-13
Indonesia,2007,71.5,69569.69,926831256,35.9,15.11,,2.48,57.9,49.9,2.4,2023-10-13
Indonesia,2008,,13450.76,1137472913,68.6,16.63,1.61,18.09,38.9,68.7,2.5,2023-10-14
Indonesia,2010,65.6,20875.24,266983687,54.3,2.01,4.84,1.68,27.2,57.0,15.1,2023-10-14
Indonesia,2011,61.2,77131.32,898390763,,8.88,5.25,6.1,18.5,83.1,18.6,2023-10-15
Indonesia,2012,51.9,11669.67,871757880,18.2,10.07,3.28,5.74,,89.0,21.9,2023-10-15
Indonesia,2015,55.6,78272.1,222349067,40.0,7.83,3.84,2.67,48.7,49.2,26.7,2023-10-16
Indonesia,2017,79.2,,1105112271,4.4,17.47,3.17,6.14,42.6,34.6,29.7,2023-10-16
Indonesia,2019,65.5,75938.84,344776636,43.5,,4.22,1.45,27.4,45.0,22.4,2023-10-16
Indonesia,2020,70.1,17611.88,1206344117,75.5,10.3,2.13,4.76,14.5,48.8,20.0,2023-10-17
Indonesia,2021,83.0,32004.04,971561747,40.2,10.2,1.62,9.15,52.4,79.5,28.3,2023-10-17
Indonesia,2022,51.5,39955.46,762473634,15.1,14.17,5.91,18.92,27.7,91.3,21.4,2023-10-18
Indonesia,2023,68.9,68043.21,672448848,,9.89,3.48,3.86,91.1,77.2,19.4,2023-10-18
Ireland,2000,52.0,45041.47,119004279,72.5,16.51,4.2,18.53,83.0,88.0,17.5,2024-05-17
Ireland,2001,57.6,26512.4,880079354,15.5,6.14,2.82,4.74,63.0,94.6,,2024-05-17
Ireland,2002,70.4,39291.86,261596121,71.8,5.98,0.57,15.03,,56.0,1.8,2024-05-18
Ireland,2004,51.9,52704.23,1171892410,31.1,15.99,1.3,6.58,23.6,73.4,13.2,2024-05-18
Ireland,2005,76.7,43883.39,878868681,74.9,,2.17,14.38,65.0,42.5,11.9,2024-05-18
Ireland,2006,64.7,14672.85,1294239913,,9.7,4.09,17.96,22.3,47.5,,2024-05-19
Ireland,2007,51.3,78729.44,637141790,30.0,6.68,1.06,15.85,96.0,59.0,28.6,2024-05-19
Ireland,2008,66.8,54085.08,609260358,45.6,2.93,4.18,1.15,83.5,87.7,7.9,2024-05-20
Ireland,2009,66.8,,402651449,48.2,6.76,0.35,0.15,19.1,85.5,28.9,2024-05-20
Ireland,2010,67.9,12174.43,771668378,13.3,,5.6,3.99,78.8,31.6,11.9,2024-05-21
Ireland,2012,56.1,30177.75,584823167,25.4,12.51,5.51,8.07,27.3,49.0,25.8,2024-05-21
Ireland,2013,65.9,12396.12,629893367,,17.09,5.31,1.77,56.5,45.8,12.9,2024-05-22
Ireland,2014,68.5,27070.12,291439751,64.4,11.99,2.82,,,97.2,16.1,2024-05-22
Ireland,2015,68.2,62429.59,476482456,15.9,11.36,4.0,14.28,89.4,56.0,3.2,2024-05-22
Ireland,2015,68.2,62429.59,476482456,15.9,11.36,4.0,14.28,,56.0,3.2,2024-06-23
Ireland,2016,65.2,50048.97,932994299,44.6,5.28,4.54,16.09,59.8,,4.3,2024-05-23
Ireland,2018,60.9,76315.69,1097180028,53.5,10.28,1.02,19.57,43.8,37.5,15.3,2024-05-23
Ireland,2019,81.1,1371.79,1240870894,23.2,2.62,5.09,17.29,63.7,70.2,24.6,2024-05-24
Ireland,2020,81.2,44443.42,1354722106,,3.86,5.1,10.05,44.9,72.9,2.6,2024-05-24
Ireland,2021,80.5,17470.19,597232657,,8.86,2.16,8.87,56.8,74.2,24.2,2024-05-25
Ireland,2022,78.6,42930.79,474203474,53.3,13.48,3.36,1.23,25.3,50.0,9.2,2024-05-25
Ireland,2023,50.6,60576.7,371846793,,10.45,1.31,17.7,17.7,61.1,25.6,2024-05-26
Israel,2000,57.4,31778.12,90257285,19.6,14.69,4.83,4.22,40.2,39.4,3.2,2024-05-07
Israel,2001,72.9,43596.67,1071815151,67.5,14.91,0.12,3.82,68.9,56.3,29.5,2024-05-08
Israel,2002,83.5,16515.0,1209607860,27.1,17.83,0.96,10.38,,60.3,14.6,2024-05-08
Israel,2003,64.9,48523.73,76828255,67.7,12.37,2.44,0.42,63.3,30.9,,2024-06-24
Israel,2003,64.9,48523.73,76828255,67.7,12.37,2.44,0.42,63.3,30.9,1.0,2024-05-09
